Country,Date,Count
Colombia,03-09-2020,1
Colombia,03-10-2020,3
Colombia,03-11-2020,9
Colombia,03-12-2020,9
Colombia,13-03-2020,13
Colombia,14-03-2020,22
Colombia,15-03-2020,34
Colombia,16-03-2020,54
Colombia,17-03-2020,65
Colombia,18-03-2020,93
Colombia,19-03-2020,102
Colombia,20-03-2020,128
Colombia,21-03-2020,196
Colombia,22-03-2020,231
Colombia,23-03-2020,231
Congo (Brazzaville),22-01-2020,0
Congo (Brazzaville),23-01-2020,0
Congo (Brazzaville),24-01-2020,0
Congo (Brazzaville),25-01-2020,0
Congo (Brazzaville),26-01-2020,0
Congo (Brazzaville),27-01-2020,0
Congo (Brazzaville),28-01-2020,0
Congo (Brazzaville),29-01-2020,0
Congo (Brazzaville),30-01-2020,0
Congo (Brazzaville),31-01-2020,0
Congo (Brazzaville),02-01-2020,0
Congo (Brazzaville),02-02-2020,0
Congo (Brazzaville),02-03-2020,0
Congo (Brazzaville),02-04-2020,0
Congo (Brazzaville),02-05-2020,0
Congo (Brazzaville),02-06-2020,0
Congo (Brazzaville),02-07-2020,0
Congo (Brazzaville),02-08-2020,0
Congo (Brazzaville),02-09-2020,0
Congo (Brazzaville),02-10-2020,0
Congo (Brazzaville),02-11-2020,0
Congo (Brazzaville),02-12-2020,0
Congo (Brazzaville),13-02-2020,0
Congo (Brazzaville),14-02-2020,0
Congo (Brazzaville),15-02-2020,0
Congo (Brazzaville),16-02-2020,0
Congo (Brazzaville),17-02-2020,0
Congo (Brazzaville),18-02-2020,0
Congo (Brazzaville),19-02-2020,0
Congo (Brazzaville),20-02-2020,0
Congo (Brazzaville),21-02-2020,0
Congo (Brazzaville),22-02-2020,0
Congo (Brazzaville),23-02-2020,0
Congo (Brazzaville),24-02-2020,0
Congo (Brazzaville),25-02-2020,0
Congo (Brazzaville),26-02-2020,0
Congo (Brazzaville),27-02-2020,0
Congo (Brazzaville),28-02-2020,0
Congo (Brazzaville),29-02-2020,0
Congo (Brazzaville),03-01-2020,0
Congo (Brazzaville),03-02-2020,0
Congo (Brazzaville),03-03-2020,0
Congo (Brazzaville),03-04-2020,0
Congo (Brazzaville),03-05-2020,0
Congo (Brazzaville),03-06-2020,0
Congo (Brazzaville),03-07-2020,0
Congo (Brazzaville),03-08-2020,0
Congo (Brazzaville),03-09-2020,0
Congo (Brazzaville),03-10-2020,0
Congo (Brazzaville),03-11-2020,0
Congo (Brazzaville),03-12-2020,0
Congo (Brazzaville),13-03-2020,0
Congo (Brazzaville),14-03-2020,0
Congo (Brazzaville),15-03-2020,1
Congo (Brazzaville),16-03-2020,1
Congo (Brazzaville),17-03-2020,1
Congo (Brazzaville),18-03-2020,1
Congo (Brazzaville),19-03-2020,3
Congo (Brazzaville),20-03-2020,3
Congo (Brazzaville),21-03-2020,3
Congo (Brazzaville),22-03-2020,3
Congo (Brazzaville),23-03-2020,3
Congo (Kinshasa),22-01-2020,0
Congo (Kinshasa),23-01-2020,0
Congo (Kinshasa),24-01-2020,0
Congo (Kinshasa),25-01-2020,0
Congo (Kinshasa),26-01-2020,0
Congo (Kinshasa),27-01-2020,0
Congo (Kinshasa),28-01-2020,0
Congo (Kinshasa),29-01-2020,0
Congo (Kinshasa),30-01-2020,0
Congo (Kinshasa),31-01-2020,0
Congo (Kinshasa),02-01-2020,0
Congo (Kinshasa),02-02-2020,0
Congo (Kinshasa),02-03-2020,0
Congo (Kinshasa),02-04-2020,0
Congo (Kinshasa),02-05-2020,0
Congo (Kinshasa),02-06-2020,0
Congo (Kinshasa),02-07-2020,0
Congo (Kinshasa),02-08-2020,0
Congo (Kinshasa),02-09-2020,0
Congo (Kinshasa),02-10-2020,0
Congo (Kinshasa),02-11-2020,0
Congo (Kinshasa),02-12-2020,0
Congo (Kinshasa),13-02-2020,0
Congo (Kinshasa),14-02-2020,0
Congo (Kinshasa),15-02-2020,0
Congo (Kinshasa),16-02-2020,0
Congo (Kinshasa),17-02-2020,0
Congo (Kinshasa),18-02-2020,0
Congo (Kinshasa),19-02-2020,0
Congo (Kinshasa),20-02-2020,0
Congo (Kinshasa),21-02-2020,0
Congo (Kinshasa),22-02-2020,0
Congo (Kinshasa),23-02-2020,0
Congo (Kinshasa),24-02-2020,0
Congo (Kinshasa),25-02-2020,0
Congo (Kinshasa),26-02-2020,0
Congo (Kinshasa),27-02-2020,0
Congo (Kinshasa),28-02-2020,0
Congo (Kinshasa),29-02-2020,0
Congo (Kinshasa),03-01-2020,0
Congo (Kinshasa),03-02-2020,0
Congo (Kinshasa),03-03-2020,0
Congo (Kinshasa),03-04-2020,0
Congo (Kinshasa),03-05-2020,0
Congo (Kinshasa),03-06-2020,0
Congo (Kinshasa),03-07-2020,0
Congo (Kinshasa),03-08-2020,0
Congo (Kinshasa),03-09-2020,0
Congo (Kinshasa),03-10-2020,0
Congo (Kinshasa),03-11-2020,1
Congo (Kinshasa),03-12-2020,1
Congo (Kinshasa),13-03-2020,2
Congo (Kinshasa),14-03-2020,2
Congo (Kinshasa),15-03-2020,2
Congo (Kinshasa),16-03-2020,2
Congo (Kinshasa),17-03-2020,3
Congo (Kinshasa),18-03-2020,4
Congo (Kinshasa),19-03-2020,14
Congo (Kinshasa),20-03-2020,18
Congo (Kinshasa),21-03-2020,23
Congo (Kinshasa),22-03-2020,30
Congo (Kinshasa),23-03-2020,30
Costa Rica,22-01-2020,0
Costa Rica,23-01-2020,0
Costa Rica,24-01-2020,0
Costa Rica,25-01-2020,0
Costa Rica,26-01-2020,0
Costa Rica,27-01-2020,0
Costa Rica,28-01-2020,0
Costa Rica,29-01-2020,0
Costa Rica,30-01-2020,0
Costa Rica,31-01-2020,0
Costa Rica,02-01-2020,0
Costa Rica,02-02-2020,0
Costa Rica,02-03-2020,0
Costa Rica,02-04-2020,0
Costa Rica,02-05-2020,0
Costa Rica,02-06-2020,0
Costa Rica,02-07-2020,0
Costa Rica,02-08-2020,0
Costa Rica,02-09-2020,0
Costa Rica,02-10-2020,0
Costa Rica,02-11-2020,0
Costa Rica,02-12-2020,0
Costa Rica,13-02-2020,0
Costa Rica,14-02-2020,0
Costa Rica,15-02-2020,0
Costa Rica,16-02-2020,0
Costa Rica,17-02-2020,0
Costa Rica,18-02-2020,0
Costa Rica,19-02-2020,0
Costa Rica,20-02-2020,0
Costa Rica,21-02-2020,0
Costa Rica,22-02-2020,0
Costa Rica,23-02-2020,0
Costa Rica,24-02-2020,0
Costa Rica,25-02-2020,0
Costa Rica,26-02-2020,0
Costa Rica,27-02-2020,0
Costa Rica,28-02-2020,0
Costa Rica,29-02-2020,0
Costa Rica,03-01-2020,0
Costa Rica,03-02-2020,0
Costa Rica,03-03-2020,0
Costa Rica,03-04-2020,0
Costa Rica,03-05-2020,0
Costa Rica,03-06-2020,1
Costa Rica,03-07-2020,1
Costa Rica,03-08-2020,5
Costa Rica,03-09-2020,9
Costa Rica,03-10-2020,9
Costa Rica,03-11-2020,13
Costa Rica,03-12-2020,22
Costa Rica,13-03-2020,23
Costa Rica,14-03-2020,26
Costa Rica,15-03-2020,27
Costa Rica,16-03-2020,35
Costa Rica,17-03-2020,41
Costa Rica,18-03-2020,50
Costa Rica,19-03-2020,69
Costa Rica,20-03-2020,89
Costa Rica,21-03-2020,117
Costa Rica,22-03-2020,134
Costa Rica,23-03-2020,134
Cote d'Ivoire,22-01-2020,0
Cote d'Ivoire,23-01-2020,0
Cote d'Ivoire,24-01-2020,0
Cote d'Ivoire,25-01-2020,0
Cote d'Ivoire,26-01-2020,0
Cote d'Ivoire,27-01-2020,0
Cote d'Ivoire,28-01-2020,0
Cote d'Ivoire,29-01-2020,0
Cote d'Ivoire,30-01-2020,0
Cote d'Ivoire,31-01-2020,0
Cote d'Ivoire,02-01-2020,0
Cote d'Ivoire,02-02-2020,0
Cote d'Ivoire,02-03-2020,0
Cote d'Ivoire,02-04-2020,0
Cote d'Ivoire,02-05-2020,0
Cote d'Ivoire,02-06-2020,0
Cote d'Ivoire,02-07-2020,0
Cote d'Ivoire,02-08-2020,0
Cote d'Ivoire,02-09-2020,0
Cote d'Ivoire,02-10-2020,0
Cote d'Ivoire,02-11-2020,0
Cote d'Ivoire,02-12-2020,0
Cote d'Ivoire,13-02-2020,0
Cote d'Ivoire,14-02-2020,0
Cote d'Ivoire,15-02-2020,0
Cote d'Ivoire,16-02-2020,0
Cote d'Ivoire,17-02-2020,0
Cote d'Ivoire,18-02-2020,0
Cote d'Ivoire,19-02-2020,0
Cote d'Ivoire,20-02-2020,0
Cote d'Ivoire,21-02-2020,0
Cote d'Ivoire,22-02-2020,0
Cote d'Ivoire,23-02-2020,0
Cote d'Ivoire,24-02-2020,0
Cote d'Ivoire,25-02-2020,0
Cote d'Ivoire,26-02-2020,0
Cote d'Ivoire,27-02-2020,0
Cote d'Ivoire,28-02-2020,0
Cote d'Ivoire,29-02-2020,0
Cote d'Ivoire,03-01-2020,0
Cote d'Ivoire,03-02-2020,0
Cote d'Ivoire,03-03-2020,0
Cote d'Ivoire,03-04-2020,0
Cote d'Ivoire,03-05-2020,0
Cote d'Ivoire,03-06-2020,0
Cote d'Ivoire,03-07-2020,0
Cote d'Ivoire,03-08-2020,0
Cote d'Ivoire,03-09-2020,0
Cote d'Ivoire,03-10-2020,0
Cote d'Ivoire,03-11-2020,1
Cote d'Ivoire,03-12-2020,1
Cote d'Ivoire,13-03-2020,1
Cote d'Ivoire,14-03-2020,1
Cote d'Ivoire,15-03-2020,1
Cote d'Ivoire,16-03-2020,1
Cote d'Ivoire,17-03-2020,5
Cote d'Ivoire,18-03-2020,6
Cote d'Ivoire,19-03-2020,9
Cote d'Ivoire,20-03-2020,9
Cote d'Ivoire,21-03-2020,14
Cote d'Ivoire,22-03-2020,14
Cote d'Ivoire,23-03-2020,14
Croatia,22-01-2020,0
Croatia,23-01-2020,0
Croatia,24-01-2020,0
Croatia,25-01-2020,0
Croatia,26-01-2020,0
Croatia,27-01-2020,0
Croatia,28-01-2020,0
Croatia,29-01-2020,0
Croatia,30-01-2020,0
Croatia,31-01-2020,0
Croatia,02-01-2020,0
Croatia,02-02-2020,0
Croatia,02-03-2020,0
Croatia,02-04-2020,0
Croatia,02-05-2020,0
Croatia,02-06-2020,0
Croatia,02-07-2020,0
Croatia,02-08-2020,0
Croatia,02-09-2020,0
Croatia,02-10-2020,0
Croatia,02-11-2020,0
Croatia,02-12-2020,0
Croatia,13-02-2020,0
Croatia,14-02-2020,0
Croatia,15-02-2020,0
Croatia,16-02-2020,0
Croatia,17-02-2020,0
Croatia,18-02-2020,0
Croatia,19-02-2020,0
Croatia,20-02-2020,0
Croatia,21-02-2020,0
Croatia,22-02-2020,0
Croatia,23-02-2020,0
Croatia,24-02-2020,0
Croatia,25-02-2020,1
Croatia,26-02-2020,3
Croatia,27-02-2020,3
Croatia,28-02-2020,5
Croatia,29-02-2020,6
Croatia,03-01-2020,7
Croatia,03-02-2020,7
Croatia,03-03-2020,9
Croatia,03-04-2020,10
Croatia,03-05-2020,10
Croatia,03-06-2020,11
Croatia,03-07-2020,12
Croatia,03-08-2020,12
Croatia,03-09-2020,12
Croatia,03-10-2020,14
Croatia,03-11-2020,19
Croatia,03-12-2020,19
Croatia,13-03-2020,32
Croatia,14-03-2020,38
Croatia,15-03-2020,49
Croatia,16-03-2020,57
Croatia,17-03-2020,65
Croatia,18-03-2020,81
Croatia,19-03-2020,105
Croatia,20-03-2020,128
Croatia,21-03-2020,206
Croatia,22-03-2020,254
Croatia,23-03-2020,254
Diamond Princess,22-01-2020,0
Diamond Princess,23-01-2020,0
Diamond Princess,24-01-2020,0
Diamond Princess,25-01-2020,0
Diamond Princess,26-01-2020,0
Diamond Princess,27-01-2020,0
Diamond Princess,28-01-2020,0
Diamond Princess,29-01-2020,0
Diamond Princess,30-01-2020,0
Diamond Princess,31-01-2020,0
Diamond Princess,02-01-2020,0
Diamond Princess,02-02-2020,0
Diamond Princess,02-03-2020,0
Diamond Princess,02-04-2020,0
Diamond Princess,02-05-2020,0
Diamond Princess,02-06-2020,0
Diamond Princess,02-07-2020,61
Diamond Princess,02-08-2020,61
Diamond Princess,02-09-2020,64
Diamond Princess,02-10-2020,135
Diamond Princess,02-11-2020,135
Diamond Princess,02-12-2020,175
Diamond Princess,13-02-2020,175
Diamond Princess,14-02-2020,218
Diamond Princess,15-02-2020,285
Diamond Princess,16-02-2020,355
Diamond Princess,17-02-2020,454
Diamond Princess,18-02-2020,542
Diamond Princess,19-02-2020,621
Diamond Princess,20-02-2020,634
Diamond Princess,21-02-2020,634
Diamond Princess,22-02-2020,634
Diamond Princess,23-02-2020,691
Diamond Princess,24-02-2020,691
Diamond Princess,25-02-2020,691
Diamond Princess,26-02-2020,705
Diamond Princess,27-02-2020,705
Diamond Princess,28-02-2020,705
Diamond Princess,29-02-2020,705
Diamond Princess,03-01-2020,705
Diamond Princess,03-02-2020,705
Diamond Princess,03-03-2020,706
Diamond Princess,03-04-2020,706
Diamond Princess,03-05-2020,706
Diamond Princess,03-06-2020,696
Diamond Princess,03-07-2020,696
Diamond Princess,03-08-2020,696
Diamond Princess,03-09-2020,696
Diamond Princess,03-10-2020,696
Diamond Princess,03-11-2020,696
Diamond Princess,03-12-2020,696
Diamond Princess,13-03-2020,696
Diamond Princess,14-03-2020,696
Diamond Princess,15-03-2020,696
Diamond Princess,16-03-2020,696
Diamond Princess,17-03-2020,696
Diamond Princess,18-03-2020,712
Diamond Princess,19-03-2020,712
Diamond Princess,20-03-2020,712
Diamond Princess,21-03-2020,712
Diamond Princess,22-03-2020,712
Diamond Princess,23-03-2020,712
Cuba,22-01-2020,0
Cuba,23-01-2020,0
Cuba,24-01-2020,0
Cuba,25-01-2020,0
Cuba,26-01-2020,0
Cuba,27-01-2020,0
Cuba,28-01-2020,0
Cuba,29-01-2020,0
Cuba,30-01-2020,0
Cuba,31-01-2020,0
Cuba,02-01-2020,0
Cuba,02-02-2020,0
Cuba,02-03-2020,0
Cuba,02-04-2020,0
Cuba,02-05-2020,0
Cuba,02-06-2020,0
Cuba,02-07-2020,0
Cuba,02-08-2020,0
Cuba,02-09-2020,0
Cuba,02-10-2020,0
Cuba,02-11-2020,0
Cuba,02-12-2020,0
Cuba,13-02-2020,0
Cuba,14-02-2020,0
Cuba,15-02-2020,0
Cuba,16-02-2020,0
Cuba,17-02-2020,0
Cuba,18-02-2020,0
Cuba,19-02-2020,0
Cuba,20-02-2020,0
Cuba,21-02-2020,0
Cuba,22-02-2020,0
Cuba,23-02-2020,0
Cuba,24-02-2020,0
Cuba,25-02-2020,0
Cuba,26-02-2020,0
Cuba,27-02-2020,0
Cuba,28-02-2020,0
Cuba,29-02-2020,0
Cuba,03-01-2020,0
Cuba,03-02-2020,0
Cuba,03-03-2020,0
Cuba,03-04-2020,0
Cuba,03-05-2020,0
Cuba,03-06-2020,0
Cuba,03-07-2020,0
Cuba,03-08-2020,0
Cuba,03-09-2020,0
Cuba,03-10-2020,0
Cuba,03-11-2020,0
Cuba,03-12-2020,3
Cuba,13-03-2020,4
Cuba,14-03-2020,4
Cuba,15-03-2020,4
Cuba,16-03-2020,4
Cuba,17-03-2020,5
Cuba,18-03-2020,7
Cuba,19-03-2020,11
Cuba,20-03-2020,16
Cuba,21-03-2020,21
Cuba,22-03-2020,35
Cuba,23-03-2020,35
Cyprus,22-01-2020,0
Cyprus,23-01-2020,0
Cyprus,24-01-2020,0
Cyprus,25-01-2020,0
Cyprus,26-01-2020,0
Cyprus,27-01-2020,0
Cyprus,28-01-2020,0
Cyprus,29-01-2020,0
Cyprus,30-01-2020,0
Cyprus,31-01-2020,0
Cyprus,02-01-2020,0
Cyprus,02-02-2020,0
Cyprus,02-03-2020,0
Cyprus,02-04-2020,0
Cyprus,02-05-2020,0
Cyprus,02-06-2020,0
Cyprus,02-07-2020,0
Cyprus,02-08-2020,0
Cyprus,02-09-2020,0
Cyprus,02-10-2020,0
Cyprus,02-11-2020,0
Cyprus,02-12-2020,0
Cyprus,13-02-2020,0
Cyprus,14-02-2020,0
Cyprus,15-02-2020,0
Cyprus,16-02-2020,0
Cyprus,17-02-2020,0
Cyprus,18-02-2020,0
Cyprus,19-02-2020,0
Cyprus,20-02-2020,0
Cyprus,21-02-2020,0
Cyprus,22-02-2020,0
Cyprus,23-02-2020,0
Cyprus,24-02-2020,0
Cyprus,25-02-2020,0
Cyprus,26-02-2020,0
Cyprus,27-02-2020,0
Cyprus,28-02-2020,0
Cyprus,29-02-2020,0
Cyprus,03-01-2020,0
Cyprus,03-02-2020,0
Cyprus,03-03-2020,0
Cyprus,03-04-2020,0
Cyprus,03-05-2020,0
Cyprus,03-06-2020,0
Cyprus,03-07-2020,0
Cyprus,03-08-2020,0
Cyprus,03-09-2020,2
Cyprus,03-10-2020,3
Cyprus,03-11-2020,6
Cyprus,03-12-2020,6
Cyprus,13-03-2020,14
Cyprus,14-03-2020,26
Cyprus,15-03-2020,26
Cyprus,16-03-2020,33
Cyprus,17-03-2020,46
Cyprus,18-03-2020,49
Cyprus,19-03-2020,67
Cyprus,20-03-2020,67
Cyprus,21-03-2020,84
Cyprus,22-03-2020,95
Cyprus,23-03-2020,95
Czechia,22-01-2020,0
Czechia,23-01-2020,0
Czechia,24-01-2020,0
Czechia,25-01-2020,0
Czechia,26-01-2020,0
Czechia,27-01-2020,0
Czechia,28-01-2020,0
Czechia,29-01-2020,0
Czechia,30-01-2020,0
Czechia,31-01-2020,0
Czechia,02-01-2020,0
Czechia,02-02-2020,0
Czechia,02-03-2020,0
Czechia,02-04-2020,0
Czechia,02-05-2020,0
Czechia,02-06-2020,0
Czechia,02-07-2020,0
Czechia,02-08-2020,0
Czechia,02-09-2020,0
Czechia,02-10-2020,0
Czechia,02-11-2020,0
Czechia,02-12-2020,0
Czechia,13-02-2020,0
Czechia,14-02-2020,0
Czechia,15-02-2020,0
Czechia,16-02-2020,0
Czechia,17-02-2020,0
Czechia,18-02-2020,0
Czechia,19-02-2020,0
Czechia,20-02-2020,0
Czechia,21-02-2020,0
Czechia,22-02-2020,0
Czechia,23-02-2020,0
Czechia,24-02-2020,0
Czechia,25-02-2020,0
Czechia,26-02-2020,0
Czechia,27-02-2020,0
Czechia,28-02-2020,0
Czechia,29-02-2020,0
Czechia,03-01-2020,3
Czechia,03-02-2020,3
Czechia,03-03-2020,5
Czechia,03-04-2020,8
Czechia,03-05-2020,12
Czechia,03-06-2020,18
Czechia,03-07-2020,19
Czechia,03-08-2020,31
Czechia,03-09-2020,31
Czechia,03-10-2020,41
Czechia,03-11-2020,91
Czechia,03-12-2020,94
Czechia,13-03-2020,141
Czechia,14-03-2020,189
Czechia,15-03-2020,253
Czechia,16-03-2020,298
Czechia,17-03-2020,396
Czechia,18-03-2020,464
Czechia,19-03-2020,694
Czechia,20-03-2020,833
Czechia,21-03-2020,995
Czechia,22-03-2020,1120
Czechia,23-03-2020,1120
Denmark,22-01-2020,0
Denmark,23-01-2020,0
Denmark,24-01-2020,0
Denmark,25-01-2020,0
Denmark,26-01-2020,0
Denmark,27-01-2020,0
Denmark,28-01-2020,0
Denmark,29-01-2020,0
Denmark,30-01-2020,0
Denmark,31-01-2020,0
Denmark,02-01-2020,0
Denmark,02-02-2020,0
Denmark,02-03-2020,0
Denmark,02-04-2020,0
Denmark,02-05-2020,0
Denmark,02-06-2020,0
Denmark,02-07-2020,0
Denmark,02-08-2020,0
Denmark,02-09-2020,0
Denmark,02-10-2020,0
Denmark,02-11-2020,0
Denmark,02-12-2020,0
Denmark,13-02-2020,0
Denmark,14-02-2020,0
Denmark,15-02-2020,0
Denmark,16-02-2020,0
Denmark,17-02-2020,0
Denmark,18-02-2020,0
Denmark,19-02-2020,0
Denmark,20-02-2020,0
Denmark,21-02-2020,0
Denmark,22-02-2020,0
Denmark,23-02-2020,0
Denmark,24-02-2020,0
Denmark,25-02-2020,0
Denmark,26-02-2020,0
Denmark,27-02-2020,1
Denmark,28-02-2020,1
Denmark,29-02-2020,3
Denmark,03-01-2020,4
Denmark,03-02-2020,4
Denmark,03-03-2020,6
Denmark,03-04-2020,11
Denmark,03-05-2020,11
Denmark,03-06-2020,24
Denmark,03-07-2020,24
Denmark,03-08-2020,37
Denmark,03-09-2020,92
Denmark,03-10-2020,264
Denmark,03-11-2020,444
Denmark,03-12-2020,617
Denmark,13-03-2020,804
Denmark,14-03-2020,836
Denmark,15-03-2020,875
Denmark,16-03-2020,933
Denmark,17-03-2020,1025
Denmark,18-03-2020,1116
Denmark,19-03-2020,1225
Denmark,20-03-2020,1337
Denmark,21-03-2020,1420
Denmark,22-03-2020,1514
Denmark,23-03-2020,1514
Djibouti,22-01-2020,0
Djibouti,23-01-2020,0
Djibouti,24-01-2020,0
Djibouti,25-01-2020,0
Djibouti,26-01-2020,0
Djibouti,27-01-2020,0
Djibouti,28-01-2020,0
Djibouti,29-01-2020,0
Djibouti,30-01-2020,0
Djibouti,31-01-2020,0
Djibouti,02-01-2020,0
Djibouti,02-02-2020,0
Djibouti,02-03-2020,0
Djibouti,02-04-2020,0
Djibouti,02-05-2020,0
Djibouti,02-06-2020,0
Djibouti,02-07-2020,0
Djibouti,02-08-2020,0
Djibouti,02-09-2020,0
Djibouti,02-10-2020,0
Djibouti,02-11-2020,0
Djibouti,02-12-2020,0
Djibouti,13-02-2020,0
Djibouti,14-02-2020,0
Djibouti,15-02-2020,0
Djibouti,16-02-2020,0
Djibouti,17-02-2020,0
Djibouti,18-02-2020,0
Djibouti,19-02-2020,0
Djibouti,20-02-2020,0
Djibouti,21-02-2020,0
Djibouti,22-02-2020,0
Djibouti,23-02-2020,0
Djibouti,24-02-2020,0
Djibouti,25-02-2020,0
Djibouti,26-02-2020,0
Djibouti,27-02-2020,0
Djibouti,28-02-2020,0
Djibouti,29-02-2020,0
Djibouti,03-01-2020,0
Djibouti,03-02-2020,0
Djibouti,03-03-2020,0
Djibouti,03-04-2020,0
Djibouti,03-05-2020,0
Djibouti,03-06-2020,0
Djibouti,03-07-2020,0
Djibouti,03-08-2020,0
Djibouti,03-09-2020,0
Djibouti,03-10-2020,0
Djibouti,03-11-2020,0
Djibouti,03-12-2020,0
Djibouti,13-03-2020,0
Djibouti,14-03-2020,0
Djibouti,15-03-2020,0
Djibouti,16-03-2020,0
Djibouti,17-03-2020,0
Djibouti,18-03-2020,1
Djibouti,19-03-2020,1
Djibouti,20-03-2020,1
Djibouti,21-03-2020,1
Djibouti,22-03-2020,1
Djibouti,23-03-2020,1
Dominica,22-01-2020,0
Dominica,23-01-2020,0
Dominica,24-01-2020,0
Dominica,25-01-2020,0
Dominica,26-01-2020,0
Dominica,27-01-2020,0
Dominica,28-01-2020,0
Dominica,29-01-2020,0
Dominica,30-01-2020,0
Dominica,31-01-2020,0
Dominica,02-01-2020,0
Dominica,02-02-2020,0
Dominica,02-03-2020,0
Dominica,02-04-2020,0
Dominica,02-05-2020,0
Dominica,02-06-2020,0
Dominica,02-07-2020,0
Dominica,02-08-2020,0
Dominica,02-09-2020,0
Dominica,02-10-2020,0
Dominica,02-11-2020,0
Dominica,02-12-2020,0
Dominica,13-02-2020,0
Dominica,14-02-2020,0
Dominica,15-02-2020,0
Dominica,16-02-2020,0
Dominica,17-02-2020,0
Dominica,18-02-2020,0
Dominica,19-02-2020,0
Dominica,20-02-2020,0
Dominica,21-02-2020,0
Dominica,22-02-2020,0
Dominica,23-02-2020,0
Dominica,24-02-2020,0
Dominica,25-02-2020,0
Dominica,26-02-2020,0
Dominica,27-02-2020,0
Dominica,28-02-2020,0
Dominica,29-02-2020,0
Dominica,03-01-2020,0
Dominica,03-02-2020,0
Dominica,03-03-2020,0
Dominica,03-04-2020,0
Dominica,03-05-2020,0
Dominica,03-06-2020,0
Dominica,03-07-2020,0
Dominica,03-08-2020,0
Dominica,03-09-2020,0
Dominica,03-10-2020,0
Dominica,03-11-2020,0
Dominica,03-12-2020,0
Dominica,13-03-2020,0
Dominica,14-03-2020,0
Dominica,15-03-2020,0
Dominica,16-03-2020,0
Dominica,17-03-2020,0
Dominica,18-03-2020,0
Dominica,19-03-2020,0
Dominica,20-03-2020,0
Dominica,21-03-2020,0
Dominica,22-03-2020,1
Dominica,23-03-2020,1
Dominican Republic,22-01-2020,0
Dominican Republic,23-01-2020,0
Dominican Republic,24-01-2020,0
Dominican Republic,25-01-2020,0
Dominican Republic,26-01-2020,0
Dominican Republic,27-01-2020,0
Dominican Republic,28-01-2020,0
Dominican Republic,29-01-2020,0
Dominican Republic,30-01-2020,0
Dominican Republic,31-01-2020,0
Dominican Republic,02-01-2020,0
Dominican Republic,02-02-2020,0
Dominican Republic,02-03-2020,0
Dominican Republic,02-04-2020,0
Dominican Republic,02-05-2020,0
Dominican Republic,02-06-2020,0
Dominican Republic,02-07-2020,0
Dominican Republic,02-08-2020,0
Dominican Republic,02-09-2020,0
Dominican Republic,02-10-2020,0
Dominican Republic,02-11-2020,0
Dominican Republic,02-12-2020,0
Dominican Republic,13-02-2020,0
Dominican Republic,14-02-2020,0
Dominican Republic,15-02-2020,0
Dominican Republic,16-02-2020,0
Dominican Republic,17-02-2020,0
Dominican Republic,18-02-2020,0
Dominican Republic,19-02-2020,0
Dominican Republic,20-02-2020,0
Dominican Republic,21-02-2020,0
Dominican Republic,22-02-2020,0
Dominican Republic,23-02-2020,0
Dominican Republic,24-02-2020,0
Dominican Republic,25-02-2020,0
Dominican Republic,26-02-2020,0
Dominican Republic,27-02-2020,0
Dominican Republic,28-02-2020,0
Dominican Republic,29-02-2020,0
Dominican Republic,03-01-2020,1
Dominican Republic,03-02-2020,1
Dominican Republic,03-03-2020,1
Dominican Republic,03-04-2020,1
Dominican Republic,03-05-2020,1
Dominican Republic,03-06-2020,2
Dominican Republic,03-07-2020,2
Dominican Republic,03-08-2020,5
Dominican Republic,03-09-2020,5
Dominican Republic,03-10-2020,5
Dominican Republic,03-11-2020,5
Dominican Republic,03-12-2020,5
Dominican Republic,13-03-2020,5
Dominican Republic,14-03-2020,11
Dominican Republic,15-03-2020,11
Dominican Republic,16-03-2020,11
Dominican Republic,17-03-2020,21
Dominican Republic,18-03-2020,21
Dominican Republic,19-03-2020,34
Dominican Republic,20-03-2020,72
Dominican Republic,21-03-2020,112
Dominican Republic,22-03-2020,202
Dominican Republic,23-03-2020,202
East Timor,22-01-2020,0
East Timor,23-01-2020,0
East Timor,24-01-2020,0
East Timor,25-01-2020,0
East Timor,26-01-2020,0
East Timor,27-01-2020,0
East Timor,28-01-2020,0
East Timor,29-01-2020,0
East Timor,30-01-2020,0
East Timor,31-01-2020,0
East Timor,02-01-2020,0
East Timor,02-02-2020,0
East Timor,02-03-2020,0
East Timor,02-04-2020,0
East Timor,02-05-2020,0
East Timor,02-06-2020,0
East Timor,02-07-2020,0
East Timor,02-08-2020,0
East Timor,02-09-2020,0
East Timor,02-10-2020,0
East Timor,02-11-2020,0
East Timor,02-12-2020,0
East Timor,13-02-2020,0
East Timor,14-02-2020,0
East Timor,15-02-2020,0
East Timor,16-02-2020,0
East Timor,17-02-2020,0
East Timor,18-02-2020,0
East Timor,19-02-2020,0
East Timor,20-02-2020,0
East Timor,21-02-2020,0
East Timor,22-02-2020,0
East Timor,23-02-2020,0
East Timor,24-02-2020,0
East Timor,25-02-2020,0
East Timor,26-02-2020,0
East Timor,27-02-2020,0
East Timor,28-02-2020,0
East Timor,29-02-2020,0
East Timor,03-01-2020,0
East Timor,03-02-2020,0
East Timor,03-03-2020,0
East Timor,03-04-2020,0
East Timor,03-05-2020,0
East Timor,03-06-2020,0
East Timor,03-07-2020,0
East Timor,03-08-2020,0
East Timor,03-09-2020,0
East Timor,03-10-2020,0
East Timor,03-11-2020,0
East Timor,03-12-2020,0
East Timor,13-03-2020,0
East Timor,14-03-2020,0
